time,velocity,altitude,velocity_y,velocity_x,acceleration,downrange_distance,angle,q,propellant,mass flow rate,thrust,mass
476,4161.111,543.896,1282.526,3958.479,28.092,554.412,17.892,0,20267.57633,258.0067924,864322.7544,29767.57633
477,4185.277,545.075,1275.983,3987.46,28.529,558.385,17.713,0,20007.76854,259.8077996,870356.1285,29507.76854
478,4211.111,546.336,1269.591,4016.786,28.965,562.387,17.523,0,19746.25132,261.5172148,876082.6695,29246.25132
479,4239.722,547.589,1263.583,4046.422,29.37,566.419,17.334,0,19483.38209,262.8692334,880611.9319,28983.38209
480,4266.666,548.946,1258.562,4076.508,29.774,570.48,17.142,0,19219.24454,264.1375483,884860.7869,28719.24454
481,4294.166,550.186,1254.117,4106.995,30.056,574.572,16.957,0,18954.97625,264.2682884,885298.7662,28454.97625
482,4322.222,551.375,1249.837,4137.856,30.338,578.695,16.769,0,18690.62249,264.3537627,885585.105,28190.62249
483,4351.111,552.672,1244.41,4168.922,30.558,582.848,16.585,0,18426.75864,263.8638479,883943.8905,27926.75864
484,4377.777,553.893,1237.527,4200.201,30.809,587.032,16.398,0,18163.15176,263.6068784,883083.0426,27663.15176
485,4407.5,555.158,1229.841,4231.686,30.967,591.248,16.213,0,17900.61982,262.5319385,879481.994,27400.61982
486,4436.111,556.344,1222.533,4263.521,31.155,595.496,16.02,0,17638.92779,261.6920285,876668.2954,27138.92779
487,4465,557.581,1215.893,4295.764,31.311,599.776,15.816,0,17378.36082,260.5669719,872899.3557,26878.36082
488,4493.333,558.735,1209.4,4328.475,31.528,604.088,15.603,0,17118.43426,259.9265657,870753.9952,26618.43426
489,4522.777,559.943,1203.393,4361.623,31.82,608.433,15.39,0,16858.56869,259.8655688,870549.6556,26358.56869
490,4554.166,561.135,1196.715,4395.284,32.27,612.811,15.17,0,16597.54251,261.0261781,874437.6968,26097.54251
491,4586.111,562.376,1186.362,4429.366,32.826,617.224,14.956,0,16334.59551,262.9469947,880872.4324,25834.59551
492,4615.833,563.579,1175.203,4463.964,33.292,621.67,14.743,0,16070.53987,264.0556458,884586.4133,25570.53987
493,4646.796,564.723,1163.763,4498.828,33.569,626.152,14.543,0,15806.92874,263.6111316,883097.2908,25306.92874
494,4678.333,565.841,1152.321,4533.942,33.694,630.668,14.338,0,15544.97075,261.9579835,877559.2446,25044.97075
495,4710,567.005,1141.494,4569.067,33.772,635.22,14.135,0,15285.02689,259.9438592,870811.9283,24785.02689
496,4743.055,568.128,1134.697,4604.24,33.974,639.806,13.931,0,15026.1536,258.8732962,867225.5424,24526.1536
497,4776.388,569.27,1129.061,4639.525,34.284,644.428,13.735,0,14767.56459,258.5890103,866273.1843,24267.56459
498,4808.333,570.389,1123.697,4675.13,34.811,649.085,13.536,0,14507.70098,259.8636056,870543.0789,24007.70098
499,4842.5,571.5,1118.367,4711.201,35.369,653.779,13.337,0,14246.43039,261.2705959,875256.4963,23746.43039
500,4873.055,572.572,1113.287,4747.799,36.019,658.508,13.137,0,13983.1886,263.2417822,881859.9703,23483.1886
501,4910,573.694,1107.914,4784.947,36.607,663.274,12.935,0,13718.5414,264.6472074,886568.1449,23218.5414
502,4946.111,574.824,1100.86,4822.675,37.165,668.078,12.731,0,13452.80823,265.7331695,890206.1178,22952.80823
503,4980.833,575.92,1086.465,4861.03,37.538,672.92,12.535,0,13187.38227,265.4259569,889176.9557,22687.38227
504,5016.388,577.048,1072.064,4899.926,37.758,677.801,12.351,0,12923.37635,264.0059236,884419.8441,22423.37635
505,5052.5,578.076,1058.162,4939.321,37.855,682.72,12.17,0,12661.64971,261.7266417,876784.2496,22161.64971
506,5088.333,579.036,1045.356,4979.192,38.054,687.679,11.981,0,12401.50231,260.1473937,871493.769,21901.50231
507,5124.722,580.087,1035.035,5019.337,38.513,692.679,11.778,0,12141.20951,260.2928065,871980.9017,21641.20951
508,5164.244,581.171,1032.528,5059.721,39.139,697.718,11.566,0,11879.74065,261.4688565,875920.6693,21379.74065
509,5202.23,582.131,1029.421,5100.318,39.654,702.798,11.353,0,11617.93038,261.810272,877064.4112,21117.93038
510,5241.111,583.205,1023.167,5141.195,39.925,707.919,11.155,0,11357.43542,260.4949579,872658.1091,20857.43542
511,5279.166,584.24,1011.73,5182.317,40.045,713.081,10.975,0,11099.24386,258.1915583,864941.7204,20599.24386
512,5319.166,585.233,999.18,5223.701,40.128,718.284,10.813,0,10843.57963,255.6642279,856475.1635,20343.57963
513,5357.638,586.215,986.529,5265.322,40.304,723.528,10.656,0,10589.84674,253.7328905,850005.1831,20089.84674
514,5396.111,587.153,974.64,5307.194,40.528,728.815,10.495,0,10337.75347,252.0932754,844512.4725,19837.75347
515,5435.833,588.115,965.289,5349.209,40.859,734.143,10.321,0,10086.66377,251.0897,841150.4948,19586.66377
516,5476.944,589.059,960.832,5391.448,41.205,739.513,10.139,0,9836.524515,250.1392515,837966.4926,19336.52452
517,5515.555,590.029,956.004,5433.756,41.612,744.926,9.962,0,9587.013823,249.5106923,835860.8192,19087.01382
518,5557.222,591.026,947.955,5476.067,42.082,750.381,9.797,0,9337.815332,249.198491,834814.9448,18837.81533
519,5598.611,591.955,938.84,5518.466,42.43,755.878,9.643,0,9089.698641,248.1166906,831190.9134,18589.69864
520,5636.944,592.876,929.036,5561.024,42.656,761.418,9.499,0,8843.396574,246.3020669,825111.9243,18343.39657
521,5679.444,593.796,918.544,5603.68,42.665,767,9.353,0,8600.140605,243.2559698,814907.4989,18100.1406
522,5719.166,594.685,908.337,5646.401,42.612,772.625,9.195,0,8360.238373,239.9022321,803672.4775,17860.23837
523,5760.833,595.619,901.536,5689.101,42.434,778.293,9.029,0,8124.32653,235.9118424,790304.672,17624.32653
524,5799.444,596.471,895.252,5731.765,42.287,784.003,8.86,0,7892.162537,232.1639932,777749.3772,17392.16254
525,5842.777,597.376,888.052,5774.327,42.109,789.756,8.695,0,7663.845707,228.3168295,764861.3789,17163.84571
526,5883.888,598.296,876.283,5816.898,42.086,795.552,8.535,0,7438.484791,225.3609167,754959.0709,16938.48479
527,5921.944,599.139,864.76,5859.414,42.018,801.39,8.387,0,7216.275105,222.2096858,744402.4474,16716.2751
528,5962.5,599.992,852.952,5901.805,42.013,807.271,8.245,0,6996.843792,219.4313129,735094.8982,16496.84379
529,6004.999,600.81,841.12,5944.068,41.884,813.194,8.102,0,6780.787522,216.05627,723788.5046,16280.78752
530,6041.666,601.583,829.733,5986.423,41.801,819.159,7.951,0,6567.816832,212.97069,713451.8114,16067.81683
531,6085.277,602.471,822.271,6028.731,41.732,825.166,7.798,0,6357.813762,210.0030698,703510.2839,15857.81376
532,6125.971,603.315,814.204,6070.98,41.741,831.216,7.646,0,6150.350396,207.4633659,695002.2759,15650.3504
533,6165,604.089,805.852,6113.012,41.643,837.308,7.498,0,5945.915395,204.4350014,684857.2548,15445.91539
534,6204.722,604.874,797.229,6154.796,41.343,843.442,7.348,0,5745.427423,200.4879719,671634.7059,15245.42742
535,6245.416,605.688,786.346,6196.15,40.734,849.618,7.192,0,5550.265773,195.1616496,653791.526,15050.26577
536,6286.944,606.475,773.609,6237.049,39.915,855.834,7.027,0,5361.279808,188.9859652,633102.9835,14861.27981
537,6325,607.228,759.836,6277.311,38.876,862.091,6.851,0,5179.324755,181.9550535,609549.4292,14679.32475
538,6360.833,607.966,744.683,6316.948,37.876,868.389,6.661,0,5004.032004,175.2927511,587230.7162,14504.032
539,6397.5,608.692,727.006,6355.791,37.006,874.725,6.456,0,4834.636907,169.3950965,567473.5734,14334.63691
540,6432.5,609.405,706.682,6393.837,36.319,881.1,6.244,0,4670.169626,164.4672808,550965.3907,14170.16963
541,6468.055,610.116,684.084,6430.971,35.493,887.512,6.029,0,4511.127847,159.0417793,532789.9607,14011.12785
542,6501.388,610.775,660.148,6467.278,34.598,893.961,5.809,0,4357.681263,153.446584,514046.0563,13857.68126
543,6534.444,611.379,634.858,6502.899,33.798,900.446,5.58,0,4209.279996,148.4012673,497144.2453,13709.28
544,6566.666,611.995,608.412,6538.018,33.294,906.967,5.344,0,4064.530303,144.7496931,484911.4719,13564.5303
545,6598.888,612.597,584.56,6572.709,33.012,913.522,5.102,0,3922.407167,142.1231359,476112.5054,13422.40717
546,6630.277,613.145,563.192,6607.132,32.823,920.112,4.855,0,3782.468816,139.9383504,468793.474,13282.46882
547,6662.222,613.679,540.058,6641.256,32.633,926.736,4.606,0,3644.682717,137.7860988,461583.4311,13144.68272
548,6695,614.212,512.851,6675.11,32.32,933.394,4.358,0,3509.522193,135.1605246,452787.7573,13009.52219
549,6725.555,614.708,484.152,6708.609,31.872,940.086,4.112,0,3377.491326,132.0308667,442303.4035,12877.49133
550,6754.999,615.154,455.058,6741.727,31.301,946.811,3.869,0,3249.026171,128.4651547,430358.2682,12749.02617
551,6789.722,615.568,425.336,6774.342,30.742,953.57,3.625,0,3124.002563,125.023608,418829.0868,12624.00256
552,6820.177,615.961,396.548,6806.383,30.143,960.36,3.378,0,3002.508204,121.4943596,407006.1048,12502.5082
553,6849.444,616.334,370.306,6837.809,29.667,967.182,3.128,0,2883.982056,118.526148,397062.5957,12383.98206
554,6878.055,616.683,345.025,6868.695,29.261,974.035,2.882,0,2768.090238,115.8918175,388237.5885,12268.09024
555,6906.666,617.005,318.492,6899.199,29.062,980.919,2.642,0,2653.976547,114.1136915,382280.8664,12153.97655
556,6934.999,617.297,290.246,6929.403,28.956,987.833,2.412,0,2541.253403,112.7231443,377622.5335,12041.2534
557,6963.611,617.558,261.254,6959.42,29.048,994.778,2.194,0,2429.144214,112.1091884,375565.7811,11929.14421
558,6991.944,617.787,232.952,6990.015,29.341,1001.753,1.99,0,2316.88741,112.256804,376060.2935,11816.88741
559,7021.666,617.988,206.772,7021.663,29.848,1008.758,1.8,0,2203.699345,113.1880651,379180.0181,11703.69935
560,7053.055,618.165,183.919,7053.055,30.325,1015.796,1.624,0,2089.734066,113.9652793,381783.6855,11589.73407
561,7083.611,618.324,164.918,7083.611,30.629,1022.864,1.463,0,1975.669208,114.0648574,382117.2722,11475.66921
562,7113.969,618.468,149.552,7113.969,30.701,1029.963,1.318,0,1862.374504,113.2947044,379537.2596,11362.3745
563,7145.423,618.602,137.145,7144.908,30.62,1037.092,1.19,0,1750.402171,111.9723327,375107.3145,11250.40217
564,7178.332,618.728,126.853,7169.022,30.407,1044.249,1.079,0,1640.208938,110.1932338,369147.3332,11140.20894
565,7208.329,618.845,117.845,7188.835,23.23,1051.428,0.983,0,1640.208938,0,0,11140.20894
566,7217.314,618.954,109.551,7204.04,13.802,1058.625,0.9,0,1640.208938,0,0,11140.20894
567,7219.305,619.055,101.68,7214.678,4.044,1065.834,0.826,0,1640.208938,0,0,11140.20894
568,7219.747,619.149,94.083,7219.747,1.105,1073.051,0.76,0,1640.208938,0,0,11140.20894
569,7219.842,619.235,86.733,7219.842,0.436,1080.271,0.699,0,1640.208938,0,0,11140.20894
570,7219.937,619.314,79.628,7219.937,0.198,1087.491,0.642,0,1640.208938,0,0,11140.20894
571,7219.97,619.387,72.769,7219.97,0.119,1094.711,0.587,0,1640.208938,0,0,11140.20894
572,7219.879,619.453,66.155,7219.879,0.08,1101.931,0.534,0,1640.208938,0,0,11140.20894
573,7219.788,619.512,59.787,7219.788,0.054,1109.151,0.484,0,1640.208938,0,0,11140.20894
574,7219.716,619.565,53.664,7219.633,0.041,1116.37,0.435,0,1640.208938,0,0,11140.20894
575,7219.695,619.613,47.788,7219.576,0.034,1123.59,0.388,0,1640.208938,0,0,11140.20894
576,7219.673,619.654,42.157,7219.559,0.028,1130.81,0.344,0,1640.208938,0,0,11140.20894
577,7219.651,619.691,36.771,7219.551,0.021,1138.029,0.301,0,1640.208938,0,0,11140.20894
